title,label,label_score,title_cleaned,label_encoded,label_score_normalized
"Fit and Proper Test Capim KPK Lanjut, Giliran I Nyoman Wara Diuji",non-clickbait,0,fit proper test capim kpk lanjut giliran nyoman wara diuji,1,0.0
"Kasus Jasmas di Surabaya, Anggota DPRD Minta Penyidikan yang Objektif",non-clickbait,0,kasus jasmas di surabaya anggota dprd minta penyidikan yang objektif,1,0.0
Pertemuan Bilateral Awali Kegiatan Menlu di High Level Week Sidang Umum PBB,non-clickbait,0,pertemuan bilateral awali kegiatan menlu di high level week sidang umum pbb,1,0.0
"Malam-malam, Sekdes-TNI Cek Gunung Sampah di Pinggir Kali Ciliwung Cilebut",non-clickbait,0,malammalam sekdestni cek gunung sampah di pinggir kali ciliwung cilebut,1,0.0
Stasiun MRT Akan Tampilkan Ragam Seni Budaya Indonesia,non-clickbait,0,stasiun mrt akan tampilkan ragam seni budaya indonesia,1,0.0
"Menlu Indonesia-Timor Leste-Australia Bertemu di PBB, Ini yang Dibahas",clickbait,1,menlu indonesiatimor lesteaustralia bertemu di pbb ini yang dibahas,0,1.0
"Tangkap Perusuh di Slipi Jakbar, Seorang Polisi Terluka Dipukul Massa",non-clickbait,0,tangkap perusuh di slipi jakbar seorang polisi terluka dipukul massa,1,0.0
Ini Lokasi Diduga Mahasiswa Halu Oleo Kendari Tertembak,clickbait,1,ini lokasi diduga mahasiswa halu oleo kendari tertembak,0,1.0
"Kapolrestabes Medan: Jangan Ada Hoax, Tidak Ada yang Meninggal",non-clickbait,0,kapolrestabes medan jangan ada hoax tidak ada yang meninggal,1,0.0
"Massa Pro Revisi UU Demo di KPK, Pesertanya Ikut Apa Kata Korlap",non-clickbait,0,massa pro revisi uu demo di kpk pesertanya ikut apa kata korlap,1,0.0
Polisi Prioritaskan Perbaikan Rumah Warga yang Rusak,non-clickbait,0,polisi prioritaskan perbaikan rumah warga yang rusak,1,0.0
"Randi Mahasiswa Halu Oleo Tewas Tertembak, IMM Aksi Tutup Jl Menteng Raya",non-clickbait,0,randi mahasiswa halu oleo tewas tertembak imm aksi tutup jl menteng raya,1,0.0
"Uang Rp 1,6 M Raib, 3 Pejabat Pemprov Sumut Dinonaktifkan",non-clickbait,0,uang rp raib pejabat pemprov sumut dinonaktifkan,1,0.0
Massa Aksi di Depan KPK Bubarkan Diri,non-clickbait,0,massa aksi di depan kpk bubarkan diri,1,0.0
"Berduka, TGB Kenang Beasiswa Habibie Saat Kuliah di Kairo Mesir",non-clickbait,0,berduka tgb kenang beasiswa habibie saat kuliah di kairo mesir,1,0.0
"Minta Pengesahan RKUHP Ditunda, Pemerintah Gunakan Waktu untuk Sosialisasi",non-clickbait,0,minta pengesahan rkuhp ditunda pemerintah gunakan waktu untuk sosialisasi,1,0.0
"Polri Ungkap Kronologi Rusuh Maut di Jayapura, Aparat Diserang Lebih Dulu",non-clickbait,0,polri ungkap kronologi rusuh maut di jayapura aparat diserang lebih dulu,1,0.0
Petugas Dishub Laporkan Aksi Pemukulan Driver Ojol di Senen ke Polisi,non-clickbait,0,petugas dishub laporkan aksi pemukulan driver ojol di senen ke polisi,1,0.0
"Purnomo-Teguh Daftar Cawalkot Solo, Peluang Gibran Tertutup?",clickbait,1,purnomoteguh daftar cawalkot solo peluang gibran tertutup,0,1.0
"Memanas, Mahasiswa Penolak UU KPK Baru-RKUHP Lempar Botol-Dorong Pagar",non-clickbait,0,memanas mahasiswa penolak uu kpk barurkuhp lempar botoldorong pagar,1,0.0
"Rapat Gabungan Pimpinan MPR Sepakat Ubah Tata Tertib, Ini Rinciannya",clickbait,1,rapat gabungan pimpinan mpr sepakat ubah tata tertib ini rinciannya,0,1.0
"Belum Ada Pengelola, Pedagang Hi-Tech Mall Hanya Bayar Listrik dan Air",non-clickbait,0,belum ada pengelola pedagang hitech mall hanya bayar listrik dan air,1,0.0
"Rusuh Wamena, 16 Orang Warga Tewas",non-clickbait,0,rusuh wamena orang warga tewas,1,0.0
Kordum 'Gejayan Memanggil' Bantah Aksi Ditunggangi Kepentingan Politik,non-clickbait,0,kordum gejayan memanggil bantah aksi ditunggangi kepentingan politik,1,0.0
KPAI Minta Polri Kejar Penyebar Undangan Pelajar untuk Aksi ke DPR,non-clickbait,0,kpai minta polri kejar penyebar undangan pelajar untuk aksi ke dpr,1,0.0
"Waria Spesialis Pembobol Vila di Bali Dituntut 1,5 Tahun Penjara",non-clickbait,0,waria spesialis pembobol vila di bali dituntut tahun penjara,1,0.0
"Resah Gelandangan Bakal Didenda, Anak Punk Demo di Jalan Gatot Subroto",non-clickbait,0,resah gelandangan bakal didenda anak punk demo di jalan gatot subroto,1,0.0
"Jauhi Pantai, Warga Ngungsi ke Dataran Tinggi Gegara Gempa Ambon",non-clickbait,0,jauhi pantai warga ngungsi ke dataran tinggi gegara gempa ambon,1,0.0
Warga Riau Terdakwa Kasus Narkoba Divonis Mati di PN Medan,non-clickbait,0,warga riau terdakwa kasus narkoba divonis mati di pn medan,1,0.0
Polisi Tetapkan 27 Tersangka Pembakar Lahan di Sumsel,non-clickbait,0,polisi tetapkan tersangka pembakar lahan di sumsel,1,0.0
Polres Banyuwangi Gelar Expo untuk Kendaraan Warga yang Hilang,non-clickbait,0,polres banyuwangi gelar expo untuk kendaraan warga yang hilang,1,0.0
"Satu Tewas, Seorang Mahasiswa Halu Oleo Kendari Lainnya Kritis",non-clickbait,0,satu tewas seorang mahasiswa halu oleo kendari lainnya kritis,1,0.0
"Gelombang Demo Se-Indonesia Tolak UU KPK dan 4 RUU, Jokowi Lempar ke DPR",non-clickbait,0,gelombang demo seindonesia tolak uu kpk dan ruu jokowi lempar ke dpr,1,0.0
"Bubarkan Diri, Peserta Aksi 'Gejayan Memanggil' Punguti Sampah",non-clickbait,0,bubarkan diri peserta aksi gejayan memanggil punguti sampah,1,0.0
"Pemkot Surabaya Tawarkan Pengelolaan Hi-Tech Mall Rp 18,5 M",non-clickbait,0,pemkot surabaya tawarkan pengelolaan hitech mall rp,1,0.0
Panas! Mahasiswa-Pendemo Pro-UU KPK Baru Saling Lempar Botol di Depan DPR,clickbait,1,panas mahasiswapendemo prouu kpk baru saling lempar botol di depan dpr,0,1.0
Ribuan Warga Bantul Gelar Kirab Siwur Jelang Upacara Nguras Enceh,non-clickbait,0,ribuan warga bantul gelar kirab siwur jelang upacara nguras enceh,1,0.0
Satgas Karhutla Pemprov DKI Akan Dikirim ke Kalteng,non-clickbait,0,satgas karhutla pemprov dki akan dikirim ke kalteng,1,0.0
"Jelang Pilkada 2020, 3.412 Warga Sleman Belum Rekam e-KTP",non-clickbait,0,jelang pilkada warga sleman belum rekam ektp,1,0.0
Demo Tolak RUU KUHP Juga Digelar Ribuan Mahasiswa Tulungagung,non-clickbait,0,demo tolak ruu kuhp juga digelar ribuan mahasiswa tulungagung,1,0.0
Polri Dalami Kasus Mahasiswa Halu Oleo yang Tewas Tertembak Saat Demo,non-clickbait,0,polri dalami kasus mahasiswa halu oleo yang tewas tertembak saat demo,1,0.0
"Sebulan Berlalu, Polisi Terus Buru Perampok RM Gratis bagi Duafa di Bogor",non-clickbait,0,sebulan berlalu polisi terus buru perampok rm gratis bagi duafa di bogor,1,0.0
Empat Tangki Air Padamkan Api yang Keluar dari Tanah di Ponorogo,non-clickbait,0,empat tangki air padamkan api yang keluar dari tanah di ponorogo,1,0.0
"Kadernya Tewas Saat Berdemo di Kendari, IMM Kecam Keras Tindakan Represif",non-clickbait,0,kadernya tewas saat berdemo di kendari imm kecam keras tindakan represif,1,0.0
"Gunung Merbabu Masih Membara, 600 Ha Lahan Hangus Terbakar",non-clickbait,0,gunung merbabu masih membara ha lahan hangus terbakar,1,0.0
Polisi Pasang Police Line di Lahan yang Tanahnya Keluarkan Api,non-clickbait,0,polisi pasang police line di lahan yang tanahnya keluarkan api,1,0.0
Disdik Sulsel: 213 Pelajar yang Ikut Demo Diamankan di Polda,non-clickbait,0,disdik sulsel pelajar yang ikut demo diamankan di polda,1,0.0
"Minta Polisi Tenang Hadapi Demo Mahasiswa, Prabowo Contohkan Prancis",non-clickbait,0,minta polisi tenang hadapi demo mahasiswa prabowo contohkan prancis,1,0.0
"Al-Azhar Doa Bersama untuk Kesembuhan Faisal Amir, Mahasiswa Kampus Lain Hadir",non-clickbait,0,alazhar doa bersama untuk kesembuhan faisal amir mahasiswa kampus lain hadir,1,0.0
"Konvoi Pelajar Serang Polisi di Medan, 5 Orang Diamankan",non-clickbait,0,konvoi pelajar serang polisi di medan orang diamankan,1,0.0
Dokter Pastikan Mahasiswa Halu Oleo Tewas Tertembak,non-clickbait,0,dokter pastikan mahasiswa halu oleo tewas tertembak,1,0.0
Mahasiswa Universitas Halu Oleo Tewas Tertembak Saat Demo,non-clickbait,0,mahasiswa universitas halu oleo tewas tertembak saat demo,1,0.0
BMKG Prediksi Musim Kemarau Bisa Berlanjut hingga November,non-clickbait,0,bmkg prediksi musim kemarau bisa berlanjut hingga november,1,0.0
"YLBHI Sebut Mahasiswa Belum Bisa Dikontak Usai Demo di DPR, Ini Kata Polri",clickbait,1,ylbhi sebut mahasiswa belum bisa dikontak usai demo di dpr ini kata polri,0,1.0
"Ricuh Demo Depan Unhas, Polisi Amankan Sejumlah Massa Aksi",non-clickbait,0,ricuh demo depan unhas polisi amankan sejumlah massa aksi,1,0.0
"Diduga Danai Aktivitas Terorisme, 3 PRT Indonesia Ditahan di Singapura",non-clickbait,0,diduga danai aktivitas terorisme prt indonesia ditahan di singapura,1,0.0
Penunggak Pajak di Kota Bandung Capai Rp 1 Triliun,non-clickbait,0,penunggak pajak di kota bandung capai rp triliun,1,0.0
35 Orang Tewas di Pesta Pernikahan Akibat Serangan Pasukan Afghanistan,non-clickbait,0,orang tewas di pesta pernikahan akibat serangan pasukan afghanistan,1,0.0
"Pemprov Jambi: Banyak Buka Lahan Dibakar, Kesadaran Harus Ditingkatkan",non-clickbait,0,pemprov jambi banyak buka lahan dibakar kesadaran harus ditingkatkan,1,0.0
"Jelang Hari Jadi Kota Bandung, Penataan PKL Cicadas Baru 40 Persen",non-clickbait,0,jelang hari jadi kota bandung penataan pkl cicadas baru persen,1,0.0
Video Demo Mahasiswa Bandung yang Sempat 'Memanas',clickbait,1,video demo mahasiswa bandung yang sempat memanas,0,1.0
"Wamena Rusuh, 7 Polisi Terluka karena Serangan Panah",non-clickbait,0,wamena rusuh polisi terluka karena serangan panah,1,0.0
BMKG: Titik Panas Masih Terpantau di Kalteng-Kalsel-Kaltim,non-clickbait,0,bmkg titik panas masih terpantau di kaltengkalselkaltim,1,0.0
Pemadaman Karhutla di Muba Sumsel Terkendala Akses Sulit,non-clickbait,0,pemadaman karhutla di muba sumsel terkendala akses sulit,1,0.0
Gerindra Jateng Jajaki Koalisi dengan PDIP di Pilkada 2020,non-clickbait,0,gerindra jateng jajaki koalisi dengan pdip di pilkada,1,0.0
Ini Pengakuan 'Gila' Pelaku Pemerkosaan di Bondowoso,clickbait,1,ini pengakuan gila pelaku pemerkosaan di bondowoso,0,1.0
"Spanduknya Bertebaran di Solo, Gibran: Bentuk Dukungan Masyarakat",non-clickbait,0,spanduknya bertebaran di solo gibran bentuk dukungan masyarakat,1,0.0
Jaksa KPK Cecar Sofyan Basir soal Pertemuan dengan Setya Novanto,non-clickbait,0,jaksa kpk cecar sofyan basir soal pertemuan dengan setya novanto,1,0.0
"MPR Sidang Akhir Masa Jabatan 27 September, Sahkan Tatib 10 Pimpinan",non-clickbait,0,mpr sidang akhir masa jabatan september sahkan tatib pimpinan,1,0.0
"Wamena Rusuh, Polisi: KNPB Berbaju Seragam SMA Susupi Aksi Pelajar",non-clickbait,0,wamena rusuh polisi knpb berbaju seragam sma susupi aksi pelajar,1,0.0
"Bawa 45 Bukti, KPK Yakin Penetapan Tersangka Bupati Kudus Sesuai Prosedur",non-clickbait,0,bawa bukti kpk yakin penetapan tersangka bupati kudus sesuai prosedur,1,0.0
"Parkir Sepeda Motor Penuh, Ribuan Mahasiswa Jalan Kaki ke DPRD Jatim",non-clickbait,0,parkir sepeda motor penuh ribuan mahasiswa jalan kaki ke dprd jatim,1,0.0
"Ambulans Sempat Dituduh Bawa Batu, Pemprov DKI Minta Rehabilitasi Nama Baik",non-clickbait,0,ambulans sempat dituduh bawa batu pemprov dki minta rehabilitasi nama baik,1,0.0
"Terobos Barikade Polisi, Mahasiswa-Pelajar Duduki Gedung DPRD Sultra",non-clickbait,0,terobos barikade polisi mahasiswapelajar duduki gedung dprd sultra,1,0.0
"6 Mahasiswa Unjani Ditangkap di Jakarta, Demonstran Turun ke Jalan",non-clickbait,0,mahasiswa unjani ditangkap di jakarta demonstran turun ke jalan,1,0.0
"RUU KUHP Tak Dibatalkan, Tukang Gigi di Jabar Ancam Geruduk DPR RI",non-clickbait,0,ruu kuhp tak dibatalkan tukang gigi di jabar ancam geruduk dpr ri,1,0.0
"Kebakaran Bedeng Proyek di Kemayoran Jakpus, 9 Mobil Damkar Dikerahkan",non-clickbait,0,kebakaran bedeng proyek di kemayoran jakpus mobil damkar dikerahkan,1,0.0
Ini Alasan Hakim Vonis Seumur Hidup Prada Deri yang Mutilasi Kekasihnya,clickbait,1,ini alasan hakim vonis seumur hidup prada deri yang mutilasi kekasihnya,0,1.0
Polisi Sebut Awal Mula Rusuh di Wamena dari Bentrok Massa dan Pelajar,non-clickbait,0,polisi sebut awal mula rusuh di wamena dari bentrok massa dan pelajar,1,0.0
Polisi Kini Akui Ada Kesalahpahaman soal Ambulans DKI: Tak Bawa Batu,non-clickbait,0,polisi kini akui ada kesalahpahaman soal ambulans dki tak bawa batu,1,0.0
"Tuntut Ditemui Anggota DPRD, Mahasiswa Injak Kawat Berduri dan Lempar Botol",non-clickbait,0,tuntut ditemui anggota dprd mahasiswa injak kawat berduri dan lempar botol,1,0.0
"Semarak Oktoberfest, Festival dan Pesta Bir Terbesar Dunia di Munchen",non-clickbait,0,semarak oktoberfest festival dan pesta bir terbesar dunia di munchen,1,0.0
"Ngaku Diundang Mahasiswa Ikut Demo, Pelajar di Cilegon Diamankan Polisi",non-clickbait,0,ngaku diundang mahasiswa ikut demo pelajar di cilegon diamankan polisi,1,0.0
"Tiba di Kantor DPRD Sulsel, Massa Pelajar Disambut Mahasiswa",non-clickbait,0,tiba di kantor dprd sulsel massa pelajar disambut mahasiswa,1,0.0
"Cerita Mata Najwa, Kirim Undangan Terbuka ke Ketua DPR",non-clickbait,0,cerita mata najwa kirim undangan terbuka ke ketua dpr,1,0.0
"Demo Mahasiswa-Pelajar Ricuh, Massa Lempar Batu ke Gedung DPRD Sulsel",non-clickbait,0,demo mahasiswapelajar ricuh massa lempar batu ke gedung dprd sulsel,1,0.0
Australia Gagalkan Penyeludupan 5 Ton Daun Tembakau dari Indonesia,non-clickbait,0,australia gagalkan penyeludupan ton daun tembakau dari indonesia,1,0.0
Menteri Yohana Larang Pelajar Demo Lanjutan ke DPR,non-clickbait,0,menteri yohana larang pelajar demo lanjutan ke dpr,1,0.0
Unilever Akui Rexona Sebabkan Kematian Lima Orang di Australia,non-clickbait,0,unilever akui rexona sebabkan kematian lima orang di australia,1,0.0
Polda Jateng Akan Disposal Bahan Peledak di 5 Tempat Penyimpanan,non-clickbait,0,polda jateng akan disposal bahan peledak di tempat penyimpanan,1,0.0
"Praperadilan Bupati Kudus, Ahli Paparkan Pengertian Tangkap Tangan",non-clickbait,0,praperadilan bupati kudus ahli paparkan pengertian tangkap tangan,1,0.0
"Diduga Rusak Mobil Polisi, 8 Pelajar Diperiksa di Polres Bogor",non-clickbait,0,diduga rusak mobil polisi pelajar diperiksa di polres bogor,1,0.0
Pejabat Kehutanan Meninggal Saat Presentasi di Rapat dengan Menhub,non-clickbait,0,pejabat kehutanan meninggal saat presentasi di rapat dengan menhub,1,0.0
"Awkarin dan Pengikutnya Turun ke Jalan, Pungut Sampah Sekitar DPR",non-clickbait,0,awkarin dan pengikutnya turun ke jalan pungut sampah sekitar dpr,1,0.0
"Singgung RUU KPK di Simposium, Prabowo: Mungkin Korupsi di RI Menurun",non-clickbait,0,singgung ruu kpk di simposium prabowo mungkin korupsi di ri menurun,1,0.0
"Kapolri: 1 Perusuh Tewas Kekurangan Oksigen, Bukan Pelajar atau Mahasiswa",non-clickbait,0,kapolri perusuh tewas kekurangan oksigen bukan pelajar atau mahasiswa,1,0.0
Pelajar di Makassar yang Diamankan Saat Ingin Demo Masih di Polda,non-clickbait,0,pelajar di makassar yang diamankan saat ingin demo masih di polda,1,0.0
"Meski Disiram Air, Api yang Keluar dari Tanah di Ponorogo Tak Padam",non-clickbait,0,meski disiram air api yang keluar dari tanah di ponorogo tak padam,1,0.0
"Tukang Gigi Ikut Demo RUU KUHP, Ini Pasal yang Sudah Dibatalkan MK",clickbait,1,tukang gigi ikut demo ruu kuhp ini pasal yang sudah dibatalkan mk,0,1.0
Wiranto: Demo Rusuh Bertujuan Gagalkan Pelantikan Presiden,non-clickbait,0,wiranto demo rusuh bertujuan gagalkan pelantikan presiden,1,0.0
Tanah yang Keluarkan Api di Ponorogo Bekas Ditanami Jagung dan Ketela,non-clickbait,0,tanah yang keluarkan api di ponorogo bekas ditanami jagung dan ketela,1,0.0
Anies Percaya Ambulans yang Diamankan Polisi Tak Langgar SOP,non-clickbait,0,anies percaya ambulans yang diamankan polisi tak langgar sop,1,0.0
Aparat Kembali Siaga di Jl Gatsu Dekat Gedung DPR Siang Ini,non-clickbait,0,aparat kembali siaga di jl gatsu dekat gedung dpr siang ini,1,0.0
"Wiranto Deteksi Gerakan Baru di Balik Demo, Ingin Jatuhkan Pemerintah",non-clickbait,0,wiranto deteksi gerakan baru di balik demo ingin jatuhkan pemerintah,1,0.0
Kemenpan Setuju Mal Pelayanan Publik Bandung Dibuat di Pasar Kosambi,non-clickbait,0,kemenpan setuju mal pelayanan publik bandung dibuat di pasar kosambi,1,0.0
"Geruduk DPRD Kudus, Mahasiswa Bacakan Puisi Wiji Thukul 'Peringatan'",non-clickbait,0,geruduk dprd kudus mahasiswa bacakan puisi wiji thukul peringatan,1,0.0
Texas Suntik Mati Seorang Pria yang Bunuh Istri dan 2 Anak Tirinya,non-clickbait,0,texas suntik mati seorang pria yang bunuh istri dan anak tirinya,1,0.0
"Mutilasi Kekasihnya, Prada Deri Dihukum Penjara Seumur Hidup",non-clickbait,0,mutilasi kekasihnya prada deri dihukum penjara seumur hidup,1,0.0
"Bolos Demi Demo, Pelajar STM Garut: Kita Protes Undang-undang",non-clickbait,0,bolos demi demo pelajar stm garut kita protes undangundang,1,0.0
DPR Sahkan 5 Anggota BPK Hasil Uji Kelayakan Komisi XI,non-clickbait,0,dpr sahkan anggota bpk hasil uji kelayakan komisi xi,1,0.0
Dewan Pers Kutuk Kekerasan terhadap Jurnalis Peliput Demo,non-clickbait,0,dewan pers kutuk kekerasan terhadap jurnalis peliput demo,1,0.0
Ratusan Pelajar di Tiga Kota Bergerak Ikut Aksi Demo di DPRD Jatim,non-clickbait,0,ratusan pelajar di tiga kota bergerak ikut aksi demo di dprd jatim,1,0.0
"Temui Massa, Ketua DPRD Wonosobo Janji Teruskan Tuntutan Mahasiswa ke DPR",non-clickbait,0,temui massa ketua dprd wonosobo janji teruskan tuntutan mahasiswa ke dpr,1,0.0
570 Pelajar yang Sempat Demo di DPR Dikembalikan ke Orang Tua,non-clickbait,0,pelajar yang sempat demo di dpr dikembalikan ke orang tua,1,0.0
Muhammadiyah DIY Keluarkan Edaran Merespons Seruan Demo Pelajar,non-clickbait,0,muhammadiyah diy keluarkan edaran merespons seruan demo pelajar,1,0.0
Anies Minta Kepala Sekolah Cek Keberadaan Siswa Usai Ricuh Demo di DPR,non-clickbait,0,anies minta kepala sekolah cek keberadaan siswa usai ricuh demo di dpr,1,0.0
RUU KKS: BSSN Bisa Jadi Saksi Ahli Forensik Digital,non-clickbait,0,ruu kks bssn bisa jadi saksi ahli forensik digital,1,0.0
3 Orang Meninggal Dunia Akibat Gempa Ambon,non-clickbait,0,orang meninggal dunia akibat gempa ambon,1,0.0
Wartawan Korban Pemukulan Aparat di Makassar Lapor ke Propam Polda Sulsel,non-clickbait,0,wartawan korban pemukulan aparat di makassar lapor ke propam polda sulsel,1,0.0
"Beredar Video Polisi Teriaki TNI di Mes Pati TNI AL, Ini Penjelasan Polri",clickbait,1,beredar video polisi teriaki tni di mes pati tni al ini penjelasan polri,0,1.0
Menristek Sebut Sebagian Aksi Mahasiswa Ditunggangi Kepentingan Lain,non-clickbait,0,menristek sebut sebagian aksi mahasiswa ditunggangi kepentingan lain,1,0.0
Massa Mahasiswa Wonosobo Bergerak Geruduk Gedung DPRD,non-clickbait,0,massa mahasiswa wonosobo bergerak geruduk gedung dprd,1,0.0
Ribuan Mahasiswa Kepung Kantor Dewan Surabaya Sebelum ke DPRD Jatim,non-clickbait,0,ribuan mahasiswa kepung kantor dewan surabaya sebelum ke dprd jatim,1,0.0
Paripurna Pengesahan RUU Perkoperasian Hanya Dihadiri 75 Anggota DPR,non-clickbait,0,paripurna pengesahan ruu perkoperasian hanya dihadiri anggota dpr,1,0.0
Polisi Tetapkan 40 Tersangka Demo Ricuh di DPRD Sumut,non-clickbait,0,polisi tetapkan tersangka demo ricuh di dprd sumut,1,0.0
"Gempa M 6,5 Ambon, Jembatan hingga Kantor Pemerintah Rusak",non-clickbait,0,gempa ambon jembatan hingga kantor pemerintah rusak,1,0.0
Karhutla Tak Cukup Hanya Jerat Pidana,non-clickbait,0,karhutla tak cukup hanya jerat pidana,1,0.0
"Ribuan Mahasiswa Surabaya Bergerak, Arus Lalu Lintas Merambat",non-clickbait,0,ribuan mahasiswa surabaya bergerak arus lalu lintas merambat,1,0.0
Kapolda Jateng Minta Mahasiswa Imbau Agar Pelajar Tidak Ikut Demo,non-clickbait,0,kapolda jateng minta mahasiswa imbau agar pelajar tidak ikut demo,1,0.0
"Soal Cuti 'Rekreasi' RUU PAS, Kemenkum HAM Jabar: Nonton TV di Lapas",non-clickbait,0,soal cuti rekreasi ruu pas kemenkum ham jabar nonton tv di lapas,1,0.0
"2 Orang Jadi Korban Jiwa Gempa M 6,5 di Ambon",non-clickbait,0,orang jadi korban jiwa gempa di ambon,1,0.0
"Rumah Warga Dilahap Api di Tegal, Seorang Kakek Tewas Terbakar",non-clickbait,0,rumah warga dilahap api di tegal seorang kakek tewas terbakar,1,0.0
Anies Apresiasi Petugas Ambulans DKI: Mereka Berada di Tempat Menegangkan,non-clickbait,0,anies apresiasi petugas ambulans dki mereka berada di tempat menegangkan,1,0.0
Bikin Adem! Polwan Surabaya Lantunkan Asmaul Husna Sambut Pendemo,clickbait,1,bikin adem polwan surabaya lantunkan asmaul husna sambut pendemo,0,1.0
Ini 7 Tuntutan Mahasiswa yang Demo di Depan DPR,clickbait,1,ini tuntutan mahasiswa yang demo di depan dpr,0,1.0
Ini Alasan Bogor dan Bandung Jadi Kota Favorit Lomba Sepeda,clickbait,1,ini alasan bogor dan bandung jadi kota favorit lomba sepeda,0,1.0
"RSPP: 2 Mahasiswa Korban Demo Ricuh di DPR Bakal Dipulangkan, 1 Orang Dirawat",non-clickbait,0,rspp mahasiswa korban demo ricuh di dpr bakal dipulangkan orang dirawat,1,0.0
Fahri Minta Penolak UU KPK Bersikap Jantan: Tunjukkan Kajiannya!,non-clickbait,0,fahri minta penolak uu kpk bersikap jantan tunjukkan kajiannya,1,0.0
"Anies: Pekerjaan Petugas Ambulans Tak Sederhana, Ada Potensi Kena Fitnah",non-clickbait,0,anies pekerjaan petugas ambulans tak sederhana ada potensi kena fitnah,1,0.0
"Karhutla, Pembusukan Politik, dan Pembangunan Berkelanjutan",non-clickbait,0,karhutla pembusukan politik dan pembangunan berkelanjutan,1,0.0
"Kasus Suap Antar-BUMN, KPK Kembali Panggil Presdir AP II",non-clickbait,0,kasus suap antarbumn kpk kembali panggil presdir ap ii,1,0.0
Ratusan Pelajar Makassar Dirazia Saat Ingin Berdemo di DPRD Sulsel,non-clickbait,0,ratusan pelajar makassar dirazia saat ingin berdemo di dprd sulsel,1,0.0
"Ketua DPR: Belum Selesai Dibahas, Pengesahan RUU P-KS Ditunda",non-clickbait,0,ketua dpr belum selesai dibahas pengesahan ruu pks ditunda,1,0.0
"Ada Politikus hingga Jurnalis, Siapa Paling Cocok Jadi Mensos?",clickbait,1,ada politikus hingga jurnalis siapa paling cocok jadi mensos,0,1.0
Rombongan Mahasiswa dan Pelajar Mulai Bergerak Menuju DPRD Jatim,non-clickbait,0,rombongan mahasiswa dan pelajar mulai bergerak menuju dprd jatim,1,0.0
Kapolda Jatim Tegaskan Tak Ada Kekerasan Saat Amankan Aksi Demo,non-clickbait,0,kapolda jatim tegaskan tak ada kekerasan saat amankan aksi demo,1,0.0
11 Korban Demo Pelajar di RS Pelni Dipulangkan,non-clickbait,0,korban demo pelajar di rs pelni dipulangkan,1,0.0
Presiden Iran Serukan Arab Saudi Hentikan Serangan Militer di Yaman,non-clickbait,0,presiden iran serukan arab saudi hentikan serangan militer di yaman,1,0.0
"Sempat Terganggu Imbas Demo Ricuh, KRL Rangkasbitung-Tn Abang Normal Lagi",non-clickbait,0,sempat terganggu imbas demo ricuh krl rangkasbitungtn abang normal lagi,1,0.0
Prof Romli Nilai KPK Era Agus Rahardjo Cs Tak Lagi Miliki Legitimasi,non-clickbait,0,prof romli nilai kpk era agus rahardjo cs tak lagi miliki legitimasi,1,0.0
"15 Kecamatan di DKI Berpotensi Kekeringan, Anies Bentuk Satgas Air Bersih",non-clickbait,0,kecamatan di dki berpotensi kekeringan anies bentuk satgas air bersih,1,0.0
Sekolah dan Dispendik Sidoarjo Bentengi Siswa dari Hoaks Ajakan Demo,non-clickbait,0,sekolah dan dispendik sidoarjo bentengi siswa dari hoaks ajakan demo,1,0.0
Beredar Pesan Berantai Ajakan Demo untuk Pelajar SMP di Brebes,non-clickbait,0,beredar pesan berantai ajakan demo untuk pelajar smp di brebes,1,0.0
"Gempa Terjadi Lagi di Ambon, Magnitudo 3,2",non-clickbait,0,gempa terjadi lagi di ambon magnitudo,1,0.0
"RS Pelni: Kondisi Faisal Amir Cukup Baik, Sudah Dapat Berkomunikasi",non-clickbait,0,rs pelni kondisi faisal amir cukup baik sudah dapat berkomunikasi,1,0.0
Ahli: Masyarakat Pesimis Jika UU KPK Baru Digugat ke MK,non-clickbait,0,ahli masyarakat pesimis jika uu kpk baru digugat ke mk,1,0.0
"Mahasiswa Bergerak, Alun-alun Kudus Mulai Dipenuhi Massa Aksi",non-clickbait,0,mahasiswa bergerak alunalun kudus mulai dipenuhi massa aksi,1,0.0
"Kasus Suap Impor Ikan, KPK Cegah 2 Orang ke Luar Negeri",non-clickbait,0,kasus suap impor ikan kpk cegah orang ke luar negeri,1,0.0
Perlakuan China terhadap Warga Uighur Dikecam AS dan 30 Negara Lain,non-clickbait,0,perlakuan china terhadap warga uighur dikecam dan negara lain,1,0.0
"Pelajar Demo Rusuh di DPR, BEM UNJ: Semoga Ini Bukan Dimanfaatkan Oknum",non-clickbait,0,pelajar demo rusuh di dpr bem unj semoga ini bukan dimanfaatkan oknum,1,0.0
Menhub: Bandara HAS Hanandjoeddin Belitung Akan Dikelola AP II,non-clickbait,0,menhub bandara hanandjoeddin belitung akan dikelola ap ii,1,0.0
Mahasiswa Sayangkan Demo Pelajar Diwarnai Kericuhan Hingga Dini Hari,non-clickbait,0,mahasiswa sayangkan demo pelajar diwarnai kericuhan hingga dini hari,1,0.0
"5 Ambulans yang Diamankan Polisi Milik Pemprov DKI, Disebut Angkut Molotov",non-clickbait,0,ambulans yang diamankan polisi milik pemprov dki disebut angkut molotov,1,0.0
"Dampak Gempa M 6,8 di Ambon, Jembatan Retak-Kampus Rusak Ringan",non-clickbait,0,dampak gempa di ambon jembatan retakkampus rusak ringan,1,0.0
